id,name,description,status,gsf_standards_version,estimated_annual_credits,crediting_period_start_date,crediting_period_end_date,type,size,sustaincert_id,sustaincert_url,project_developer,country,methodology,carbon_stream,poa_project_sustaincert_id
2552,GS1366 VPA 43 Coastal Kenya Borehole Rehabilitation Project,"The Micro-Scale Voluntary Project Activity in Kilifi County (Kenya) is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption Version 1. The project will support the provision of safe water using borehole technology to hundreds of households within Kilifi County, Kenya. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",LISTED,Gold Standard for the Global Goals,10000,2020-03-02,2025-03-01,Energy Efficiency - Domestic,Microscale,7707,https://platform.sustain-cert.com/public-project/2018,CO2balance UK ltd,Kenya,GS TPDDTEC v 1.,VER,1366
2416,Wind Power Project by RKLPL (EKIESL-CDM.September -11-01),"The project activity is promoted by Rishi Kiran Logistics Private Limited and Rishi Kiran Roadlines. The project activity involves supply, erection, commissioning and operation of 6 Wind Electricity Generators (WTGs)- 1 machine of 600 KW of Vestas-RRB make, 4 machines of 1250 KW each of Suzlon Make only & 1 machine of 2100 KW each of Suzlon make only at Gujarat, Rajasthan & TamilNadu. 
",GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,14239,2019-12-20,2026-12-19,Wind,Small Scale,7684,https://platform.sustain-cert.com/public-project/1902,EKI Energy Services Limited,India,AMS-I.D. Grid connected renewable electricity generation,GS CER,
2340,GS7591 VPA 26 Central Mozambique Safe Water Programme,"The project will support the provision of safe water to hundreds of households within Manica, Sofala and Tete Provinces. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,70000,2020-01-11,2025-01-10,Energy Efficiency - Domestic,Small Scale,7646,https://platform.sustain-cert.com/public-project/1918,CO2balance UK ltd,Mozambique,GS TPDDTEC v3.1,VER,7591
2289,"Caypinar Wind Farm Project, Turkey","Caypinar Wind Farm Project involves development of an onshore wind power plant with an installed capacity of 24 MWe, in Marmara Region, in Western Part of Turkey. 7 wind turbines, each with a power output of 3.429 MWe will be installed. The wind farm is located in Central and Susurluk Districts of Balikesir Province. Predicted mean annual production amount is about 84,000 MWh.",GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,48854,2020-11-01,2025-10-31,Wind,Large Scale,7622,https://platform.sustain-cert.com/public-project/1908,Ayen Enerji A. S.,Turkey,ACM0002 Grid-connected electricity generation from renewable sources,VER,
2214,GS7591 VPA 14 Northern Uganda Safe Water Project ,CO2balance is working with community groups and local officials in the northern region of Uganda to rehabilitate non-functioning boreholes to provide access to safe water and avoid the use of wood to boil unsafe water as a treatment method.,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,60000,2020-01-02,2025-01-01,Energy Efficiency - Domestic,Small Scale,7599,https://platform.sustain-cert.com/public-project/1878,CO2balance UK ltd,Uganda,GS TPDDTEC v3.1,VER,7591
2170,Household biogas plants in rural parts of North East India,"The project activity involves bundling 15,000 household biogas plants located in rural parts of North-East states of India commissioned from November 2018 onwards. The biogas plants are primarily deenbandhu model. The project biogas plant replaces commonly used inefficient wood fired mud stoves thereby replacing firewood consumption. Project activity will contribute towards sustainable development by replacing firewood with biogas generated from the biodigesters.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,57690,2018-11-20,2023-11-20,Biogas - Heat,Small Scale,7576,https://platform.sustain-cert.com/public-project/1862,Value Network Venture Advisory Services Pte. Ltd.,India,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,VER,
2053,Jbel Sendouq-Khalladi (“Khalladi”) wind farm project in Morocco (GS5073 CER to VER conversion),"The objective of the proposed project, the Jbel Sendouq-Khalladi (“Khalladi"") wind farm project in Morocco, developed by UPC Renewables SARL (hereafter referred to as “UPC""), is to generate electricity using state-of-the-art wind power generation technology.UPC is one of the most successful privately owned wind energy developers in the world. Building on a track record of implementing wind energy projects in Europe and the United States, UPC has ongoing wind project development activities in Europe, North Africa, China, and the Philippines .The proposed project is to be located in the Tangier-Tetouan Region, Fahs Anjra Province, Morocco. 40 wind turbines with a nominal unit capacity of 3 MW will be installed, providing a total capacity of 120 MW. The net expected electricity generation is estimated at 296,100 MWh/year . The Load Factor (Net Capacity Factor) is 28.17% or 2467.69 full load hours annually. The wind farm production will be wheeled through the national electricity grid, for the use of UPC Renewables’ clients .The proposed project is developed in the context of the new regulatory framework in Morocco (the Law 13.09). This new Law 13.09 was adopted in Morocco in March 2010 to promote large scale renewable electricity generation projects offering the possibility for private operators to produce electricity from renewable resources and to sell the generated electricity to a pool of clients.The baseline scenario is the supply of equivalent annual power output by the national electricity grid. The baseline scenario is the same as the scenario existing prior to the start of implementation of the project activity.The electrical energy produced by the project activity will substitute electricity currently supplied by the national grid managed by the public utility, Office National de l’Electricité et de l’Eau Potable (ONEE ), and thus result in the reduction of Green House Gas (GHG) emissions, mainly CO2, associated with the fossil fuel dominated power plants feeding the national grid.Using a new and renewable local source of energy, the proposed project will contribute to the reduction of GHG emissions, the decrease of the country’s energy dependence vis-à-vis the importation of fossil fuels and will directly and indirectly help create new jobs. As such, the project activity is expected to contribute to the development of wind energy in Morocco and hence to help achieve the objectives of Morocco’s national strategy for renewable energy development. Generally speaking, the project’s contribution to Morocco’s sustainable development can be summarized by the following benefits:•Diversification of the national supply of energy;•Project in line with the Moroccan government’s objectives to increase the use of renewable energy and reduce reliance on imported fossil fuels. The diversification of energy sources for electricity production is one of the objectives of the new Moroccan energy strategy with an objective of 20% of renewable energy capacity in the nation’s electricity production in 2012 and a targeted development of 2,000 MW of installed wind capacity by 2020 .•Local development of renewable energy usage;•Reduction of the country’s imports in hard currency by the use of wind power instead of electricity mainly currently produced from imported coal, oil products and natural gas;•Reduction of national GHG emissions in accordance with the objectives of the UNFCCC ;•Contribution to the development of national and foreign investments in the energy sector;•Clean technology transfer and local capacity building in wind electricity generation and optimal use of wind energy in a heavy industry ;•Increases local employment opportunities during the construction phase and subsequently for the project’s operation phase. Estimated project start date: February 2018",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,143960,2014-05-01,2021-04-30,Wind,Large Scale,10309,https://platform.sustain-cert.com/public-project/1836,ACWA Khalladi,Morocco,ACM0002 Grid-connected electricity generation from renewable sources,VER,
1963,Izmir Odemis Biogas Power Plant,"The Ödemiş Livestock Cooperative was established by a group of independent small- and medium-scale stockbreeders in Ödemiş district in İzmir Province, Turkey, in 1995. While the Cooperative has expanded since its establishment, the cattle manure generated at the site has become a major environmental, economic and legal problem for its members, as well as for the local people living around the site. 

The proposed project activity as a waste-to-energy project that will generate renewable energy by capturing biogas from cattle manure -via anaerobic digestion- and utilizing it to produce thermal and electric energy through cogeneration systems, is being implemented by ARF Yenilenebilir Enerji Üretim Anonim Şirketi in Ödemiş.

The Project whose main feedstock will be cattle manure generated at the Cooperative, will not only reduce greenhouse gas (GHG) emissions that would otherwise be emitted directly to the atmosphere from untreated waste but will also provide sustainable development benefits to the host communities / the host country.  

By preventing GHGs from being emitted directly to the atmosphere from cattle manure which would be left to decay anaerobically in an animal waste management system (AWMS) at the livestock farms under the Cooperative, it is estimated that the proposed project activity will generate 127,460tCO2e/y emission reductions annually. ",GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,127460,2018-10-26,2023-10-25,Biogas - Cogeneration,Large Scale,7527,https://platform.sustain-cert.com/public-project/1797,Bio Solutions,Turkey,GS Revised Methodology for Manure Management Systems and MSW v1.,VER,
1910,GS5047 VPA40 African Improved Cookstoves and Clean Water Programme: Lusaka Clean Cooking Project I,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme involves the distribution of energy efficient cook stoves of Mimi Moto brand in the peri-urban areas of Lusaka. 

The stove is specially tuned for waste biomass pellets, branded ""SupaMoto"" and manufactured by ECS from sawdust originating from forestry plantations in Copperbelt Province. The combination of the Mimi Moto stove and SupaMoto pellets is one of the very highest performing biomass cooking solutions anywhere in the world. ",LISTED,Gold Standard for the Global Goals,8491,2019-02-16,2026-02-15,Energy Efficiency - Domestic,Microscale,7501,https://platform.sustain-cert.com/public-project/1770,Likano Project Development GmbH,Zambia,GS TPDDTEC v3.1,VER,5047
1861,GS1247 VPA 203 Sierra Leone Safe Water,"The Micro-Scale VPA 203 Sierra Leone Safe Water project is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption Version 1.0. The project will support the provision of safe water using borehole technology to hundreds of households within the Republic of Sierra Leone. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process. ",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,10000,2019-05-19,2024-05-18,Energy Efficiency - Domestic,Micro scale,7475,https://platform.sustain-cert.com/public-project/1746,CO2balance UK ltd,Sierra Leone,GS TPDDTEC v 1.,VER,1247
1811,Improved Cook Stoves programme for Rwanda CPA 0008,CPA 0008 will replace traditional stoves with high-efficiency biomass fueled cook stoves in Rwanda,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,42787,2018-06-20,2028-06-19,Energy Efficiency - Domestic,Small Scale,6264,https://platform.sustain-cert.com/public-project/1728,atmosfair gGmbH,Rwanda,Other,GS CER,1023
1782,Solar Parks Aruba,Installtion of various PV parks on Aruba,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,11366,2018-08-01,2025-10-03,Solar Thermal - Electricity,Small Scale,6885,https://platform.sustain-cert.com/public-project/1714,WEB Aruba N.V.,Aruba,AMS-I.D. Grid connected renewable electricity generation,VER,
1729,GS5047 VPA18 African Improved Cookstoves and Clean Water Programme: Virunga Mountain Gorilla Cookstove Project Nyabihu III,"The Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme involves the distribution of approximately 1,500 domestic fuel-efficient cook stoves to households within Nyabihu District, Rwanda which previously have had no access to improved cookstoves.",LISTED,Gold Standard for the Global Goals,9945,2018-06-01,2025-05-31,Energy Efficiency - Domestic,Microscale,6061,https://platform.sustain-cert.com/public-project/1674,Likano Project Development GmbH,Rwanda,Other,VER,5047
1703,TIRE Wind Power Plant,"The Project Name is Tire Wind Power Plant.The Capacity of the project is 50 MW.The Project Owner is Düzhan Enerji Üretim ve Tic. A.SThe Location of the Project is in Izmir Province, Tire District, Turkey.",LISTED,Gold Standard for the Global Goals,0,2016-04-21,2016-04-22,Wind,Large scale,5002,https://platform.sustain-cert.com/public-project/1666,ENCEV Enerji,Turkey,Other,VER,
1667,"Kuyasa low-cost urban housing energy upgrade project, Khayelitsha (Cape Town; South Africa)","This project activity is aimed as an intervention in an existing low-income housing development with households in Kuyasa, Khayelitsha, as well as in future housing developments (100 ha) in this area. The project activity aims to improve the thermal performance of the existing and future housing units, improve lighting and water heating efficiency. This will result in reduced current and future electricity consumption per household, significant avoided CO2 emissions per unit. Other co-benefits of the project activity include a reduction in local air pollution with subsequent decreases in pulmonary pneumonia, carbon monoxide poisoning and other respiratory illnesses. A decrease in accidents and damage to property as a result of fire is also anticipated.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,6580,2005-09-01,2012-08-31,Energy Efficiency - Domestic,Small Scale,337,https://platform.sustain-cert.com/public-project/586,atmosfair gGmbH,South Africa,,GS CER,
1638,Solentegre Solar Power Project,"Solentegre Enerji Yatirimlari Ticaret A.S. (hereafter referred to as “Solentegre”) invested into a new Solar Power project called Solentegre Solar Power Project (hereafter referred to as the “Project” or “Solentegre SPP”), which involves installation and operation of 8 MWe licensed and 0.5 MWe unlicensed photovoltaic solar power plants. The licence of the project was issued by Energy Market Regulatory Authority (EMRA) in July 22 of 2016. The generated energy will be fed to the grid at Hankendi transmission line.  In the same project field, there is a second unlicensed solar plant. The name and the owner of the project is the same as of the licensed project. Since the project location and the project owners are the same, the project is not specified as a bundled project and from now on, the project means the two plants together as a whole.
An estimated electricity net generation of 14,549 MWh  per year by the efficient utilization of the available solar energy by project activity will replace the grid electricity, which is constituted of different fuel sources, mainly fossil fuels. The electricity produced by project activity will result in a total emission reduction of 8,023 tonnes of CO2e/year. Moreover, project activity will contribute further dissemination of solar energy and extension of national power generation. It is expected that the generation of electricity starts on 15/10/2016 and will have an operational lifetime of 49 years after the license is obtained.
project size is 8.5 MW",GOLD_STANDARD_CERTIFIED_DESIGN,2.2,8545,2016-10-15,2023-10-14,Solar Thermal - Electricity,Small Scale,5574,https://platform.sustain-cert.com/public-project/1477,Life Iklim ve Enerji Ltd. Sti.,Turkey,,VER,
1612,Household Biogas plants installed in rural areas of Uttar Pradesh & Gujarat,"The aim of the project is to replace the commonly used inefficient wood fired mud stoves technology, with clean, sustainable and efficient bio gas. The purpose of the project activity is to bundle 4214 and 1773 plants in Uttar Pradesh & Gujarat respectively of varying capacities – 2m3, 3m3, 4m3 and 6m3.",GOLD_STANDARD_CERTIFIED_PROJECT,v2.2 CASH,21867,2012-08-11,2022-08-10,Biogas - Heat,Small Scale,2520,https://platform.sustain-cert.com/public-project/415,Value Network Venture Advisory Services Pte. Ltd.,India,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,VER,
1584,GS5047 VPA32 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project XII,"This Micro-Scale Voluntary Project Activity under the PoA African Improved Cookstoves and Clean Water Programme aims at providing safe water, using borehole technology, to hundreds of households within the Nyagatare District in Rwanda. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there will be a reduction in Carbon Dioxide (CO2) emissions from the combustion process.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,8768,2019-04-01,2026-03-31,Energy Efficiency - Domestic,Micro scale,7401,https://platform.sustain-cert.com/public-project/1613,Likano Project Development GmbH,Rwanda,GS TPDDTEC v3.1,VER,5047
1555,GS1247 VPA 183 Lango Safe Water Project,"The Micro-Scale Voluntary Project Activity in the Lango sub Region is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption Version 1. The project will support the provision of safe water using borehole technology to hundreds of households within the the Lango region (Dokolo, Otuke, Alebtong, Kole, Lira and Oyam districts.) By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,10000,2019-06-12,2024-06-11,Energy Efficiency - Domestic,Micro scale,7362,https://platform.sustain-cert.com/public-project/1575,CO2balance UK ltd,Uganda,GS TPDDTEC v 1.,VER,1247
1516,"VPA 174 EcoZoom Improved Stove Programme, Uganda","The VPA involves the distribution of fuel-efficient cook stoves to households throughout Uganda. The programme is implemented in conjunction with CO2Balance UK Ltd., who is the CME of the PoA. ",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9998,2018-05-31,2028-05-30,Energy Efficiency - Domestic,Micro scale,7317,https://platform.sustain-cert.com/public-project/1558,Biolite Inc,Uganda,GS TPDDTEC v 1.,VER,1247
1491,"Nepal Biogas Support Program - CPA 5: 19,842 digesters",This CDM Program Activity (CPA) is part of the Nepal Biogas Support Program-Programme of Activity (PoA).,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,65883,2021-08-24,2028-08-23,Biogas - Heat,Small Scale,3566,https://platform.sustain-cert.com/public-project/1545,Alternative Energy Promotion Centre,Nepal,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,GS CER,3110
1466,"GS1247 VPA 92 Improved Kitchen Regimes Multi-Country PoA - Dowa Boreholes, Malawi","This Micro-Scale Voluntary Project Activity, in Dowa and Kasungu, Malawi is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption v1.0.  In this project co2balance and United Purpose (formally Concern Universal) will provide safe drinking water to communities reducing the need to boil water as a means of purification through the repair of damaged and the drilling of additional new boreholes in the Traditional Authorities (TA) of Dzoole, Chakhaza and Kayembe located in Dowa District. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of greenhouse gas emissions from the combustion process.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,10000,2016-01-12,2023-01-11,Energy Efficiency - Domestic,Microscale,5330,https://platform.sustain-cert.com/public-project/1014,CO2balance UK ltd,Malawi,GS TPDDTEC v 1.,VER,1247
1435,Solar Project by Parampujya Solar Energy Pvt. Ltd.,"This project activity is a Bundled 60 MW large scale solar project Parampujya Solar Energy Private Limited is the project investor for this project activity. The main purpose of the project activity is to generate electrical energy through sustainable means using solar power resources, the generated green electricity will contribute to climate change mitigation efforts. The project will replace anthropogenic emissions of greenhouse gases (GHG’s) estimated to be approximately 1,16,603 tCO2e per annum, thereon displacing 123,064 MWh/year amount of electricity from the generation-mix of power plants connected to the Indian electricity grid, which is mainly dominated by thermal/ fossil fuel based power plant.Pre CDM crediting period: 16/11/2018 to 23/09/2020",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,116603,2018-11-16,2023-11-15,Solar Thermal - Electricity,Large Scale,7140,https://platform.sustain-cert.com/public-project/1514,Infinite Environmental Solutions LLP,India,ACM0002 Grid-connected electricity generation from renewable sources,VER,
1409,GS1366 VPA 8 Kilifi Borehole Rehabilitation Project,"The Micro-Scale Voluntary Project Activity in Kilifi County (Kenya) is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption Version 1. The project will support the provision of safe water using borehole technology to hundreds of households within Kilifi County. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,10000,2018-12-13,2023-12-12,Energy Efficiency - Domestic,Microscale,7130,https://platform.sustain-cert.com/public-project/1502,CO2balance UK ltd,Kenya,GS TPDDTEC v 1.,VER,1366
1373,"20 MW Solar Project in Sanwreej, Jodhpur, Rajasthan","Janardan Wind Energy Pvt. Ltd. (JWEPL) is the promoter of the proposed project activity. The project activity involves installation of 20 MWac (corresponding to 22.5 MWp) solar power project in Rajasthan. The project will replace anthropogenic emissions of greenhouse gases (GHG’s) estimated to be approximately 35,149 tCO2e per annum, thereon displacing 35,951 MWh/year amount of electricity from the generation-mix of power plants connected to the Indian electricity grid, which is mainly dominated by thermal/fossil fuel based power plant.",GOLD_STANDARD_CERTIFIED_PROJECT,2.2,34882,2017-04-01,2024-03-31,Solar Thermal - Electricity,Large scale,5575,https://platform.sustain-cert.com/public-project/1478,Infinite Environmental Solutions LLP,India,ACM0002 Grid-connected electricity generation from renewable sources,GS CER,
1343,Solar Lighting in Rural Kenya - VPA 2,"The objective of this ‘Solar Lighting in Rural Areas – VPA 2’ is to replace low-quality and carbon dioxide emitting kerosene lamps, which are currently the prevalent form of lighting in rural Kenya, with high quality solar PV lighting systems. The project is implemented by Sun Transfer Kenya.
The VPA 2 is developed within the country of Kenya. The distribution of SHS depends on the beneficiaries being qualified through the eligibility criteria for this VPA defined on the VPoA level and on market demand. The employed technology is solar home systems that come with different number of lightings, with others providing for mobile phone charging and other services.
The programme will claim carbon credits from emission reductions resulting from the installation and use of new product technologies that displace fossil fuel use. Carbon finance will be invested in activities that facilitate project scale-up to reach remote locations as well as local partner capacity building, developing marketing and outreach resources, and enhancing distribution channels. ",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,10000,2017-06-06,2027-06-05,Solar Thermal - Electricity,Micro scale,3626,https://platform.sustain-cert.com/public-project/1448,myclimate Foundation,Kenya,AMS-I.A. Electricity generation by the user,VER,911
1315,Everbright Zhenjiang Bundled Solar PV Power Generation Project_preCDM VER,"Everbright Zhenjiang Bundled Solar PV Power Generation Project is a grid connected bundled solar photovoltaic (PV) project with the installed capacity of 13.3MW. It includes 2 small-scale PV power generation projects: Jiangsu Zhenjiang PV Power Plant 3.5MWp Project and Jiangsu Zhenjiang PV Power Plant Phase II 9.8MWp Project. It will provide 14,634MWh electricity to the East China Power Grid (ECPG) every year.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,11567,2012-04-01,2019-03-31,Solar Thermal - Electricity,Small Scale,2403,https://platform.sustain-cert.com/public-project/1421,"Innovative Carbon Investment Co., Ltd.",China,AMS-I.D. Grid connected renewable electricity generation,VER,
1288,West Kisumu Improved Cook Stoves,"Kisumu is a port city in western Kenya, with a population of 355,024 (1999   census). It is the third largest city in Kenya. It is in fact one of the poorest areas   in Kenya characterized by high incidences of maternal and infant mortality, with   most of its people suffering from unemployment, poor health and poverty.    The project will introduce approximately 20,000 energy efficient cook stoves   into the Kisumu area, reducing fuel use and associated greenhouse gas   emissions by end users along with contributing to other local sustainable   development like health as it also serves to alleviate illness caused by smoke   inhalation. This is in line with the stated aims of the GS.     Stoves will be manufactured, distributed and installed by local people under the   training and supervision of co2balance Kenya Ltd. It is estimated that each   efficient wood stove distributed in this project would reduce greenhouse gas   emissions by approximately 3 tonnes CO2e per year over an initi",GOLD_STANDARD_CERTIFIED_PROJECT,2.1,75000,2012-02-01,2019-02-01,Energy Efficiency - Domestic,Small Scale,978,https://platform.sustain-cert.com/public-project/1394,CO2balance UK ltd,Kenya,GS TPDDTEC v 1.,VER,
1263,"Karasu 4.2 HPP 9.6 MWe Small Scale Run-of River Power Project, Turkey","Ýdeal Enerji Üretimi Sanayi ve Ticaret A.Þ. (Ýdeal Enerji) with the financing help   from Banks Group plans to invest into a Greenfield small scale hydro power plant   project i.e. Karasu 4.2 HPP(“project"") which will generate electricity and feed it   into the public grid. Karasu 4.2 HPP project shall be registered as a Voluntary   Emission Reduction project in order to enable the project implementation by   means of financial inflows coming from the credits sale. Because of its   significant contribution to climate protection and to sustainable development in   the region, this project is expected to fulfill the requirements of the Gold   Standard. Installed Capacity of Karasu 4.2 HPP is 9.6 MWe and annual energy   yield is estimated to be 51,110 MWh. Proposed project activity will generate   electricity using renewable small scale hydro energy and will transfer to the   national electricity system (grid).",LISTED,2.1,28119,2011-01-01,2017-12-31,"Small, Low - Impact Hydro",Small Scale,928,https://platform.sustain-cert.com/public-project/1369,FutureCamp Climate GmbH,Turkey,AMS-I.D. Grid connected renewable electricity generation,VER,
1237,Cataloluk HEPP,"The Cataloluk Regulator and Hydroelectric Power Plant is a run-off-river type   project located on Tekir Creek at about 55 km north of Kahramanmaras Province   and 40 km south of Göksun District. Proposed project consists of a hard-fill   weir located at 823.5m altitude and 17m height from the thalweg level whereas   the powerhouse will be located at about 724.5 m altitude.    The installed capacity of the plant is designed as 9.54MW which will generate a   total of annual output of 31.99 GWh. As a result of the project optimization, the   maximum amount of 10 m3/s water usage in the turbines is thought to be   economical. In return for annual energy generation, an annual carbon reduction   of 17,499 tCO2 is expected according to the 2006-2008 Turkish Statistics of   Electricity.",GOLD_STANDARD_CERTIFIED_PROJECT,V2.1 SOP,17467,2017-04-01,2024-03-31,"Small, Low - Impact Hydro",Small Scale,872,https://platform.sustain-cert.com/public-project/1341,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,Turkey,AMS-I.D. Grid connected renewable electricity generation,VER,
1212,Shimoni Improved Cook Stoves,"This project will involve the distribution of 1984 energy  efficient stoves in the Shimoni community, in Kenya. This community is  one of the poorest in the region being also largely overpopulated, with  most of its people suffering from unemployment, poor health and  poverty. The lifestyles of the locals within this community often  impact negatively on the environment, as for instance regarding  deforestation.  These stoves will utilise the efficient rocket technology. They will be  manufactured, distributed and installed by local people under the  training and supervision of co2balance Kenya Ltd. Initial testing has  shown these stoves to be more than 50% more efficient than traditional  models as well as it reduces the indoor smoke about 80%. These stoves  will be using less firewood and emitting less smoke.",GOLD_STANDARD_CERTIFIED_PROJECT,2.1,4922,2011-01-01,2017-12-31,Energy Efficiency - Domestic,Microscale,827,https://platform.sustain-cert.com/public-project/1312,CO2balance UK ltd,Kenya,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,VER,
1186,Pitak Palm Wastewater Treatment and Biogas Utilization Project (300335)_pre-CDM VER,"The proposed project consists of the installation of an Upflow Anaerobic Sludge   Blanket technology biogas reactor and power generation (1 MW) at an existing   palm oil manufacturing plant. The project activity involves the capture of biogas   and its vaporization by production of electricity that will be both exported to the   grid and used to replace electricity currently generated on-site by fossil fuel.   The excess biogas (if any) will be combusted in an enclosed type flare. The   project activity does not impact the sludge treatment nor the effluent discharge   characteristics which remain identical to the baseline. Only gas is captured by   biogas reactor. Therefore, this project activity which replacing the existing   wastewater treatment practice (open lagoon system) and thus avoiding the   release of methane into the atmosphere that results from the anaerobic   digestion of the organic matter in the wastewater as stated in the upper section",LISTED,1.0,18500,,,Biogas - Electricity,Small Scale,772,https://platform.sustain-cert.com/public-project/1285,South Pole Carbon Asset Management Ltd.,Thailand,,VER,
1161,Sidlaghatta Biogas Project,"The project activity involves the implementation of biogas units in the state of   Karnataka, India. The total number of plants to be implemented through this   project activity would be about 5000 units in the following taluks of Karnataka -   Sidlaghatta, Devanahalli, Doddaballapura, Tumkur and Gubbi. The local NGO,   SKG   Sangha will be implementing the units in Karnataka and the project has been   financed through the voluntary carbon market by a non-profit organization,   GoodPlanet Foundation, France.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,34644,2010-02-01,2020-01-31,Biogas - Heat,Small Scale,716,https://platform.sustain-cert.com/public-project/1262,GoodPlanet,India,GS Baseline and Monitoring Methodology Biodigester v1.,VER,
1135,UPOIC Forced Methane Extraction from Organic Waste-Water Treatment Plant for energy generation in production process,"The purpose of the project “Forced Methane Extraction from   Organic Waste-  Water Treatment Plant for energy generation in production   process"" is to shift   from traditional wastewater treatment in open, anaerobic   ponds with   uncontrolled release of methane to the atmosphere to a   closed digester system   with biogas capture and utilization. Hence, the ultimate   purpose of the project   activity is to reduce greenhouse gas emissions to the   atmosphere and   contribute to an environmentally and socially sustainable   development of palm   oil production at United Palm Oil Industry Public Company   Limited (UPOIC).",GOLD_STANDARD_CERTIFIED_PROJECT,2.0,18001,2011-09-01,2021-09-01,Biogas - Electricity,Small Scale,659,https://platform.sustain-cert.com/public-project/1238,Swiss Carbon Assets Ltd.,Thailand,AMS-I.D. Grid connected renewable electricity generation,GS CER,
1106,India FaL-G Brick and Blocks Project No.4,Waste Management and Handling; Energy Conservation,LISTED,1.0,44877,2015-04-01,2020-03-31,Energy Efficiency - Industrial,Small Scale,6405,https://platform.sustain-cert.com/public-project/1213,Eco Carbon Pvt. Ltd.,India,"AMS-III.Z. Fuel Switch, process improvement and energy efficiency in brick manufacture",GS CER,
1079,Sustainable Fuelwood and Microgasification Cooking Solutions for rural and urban Households CPA1,Sustainable Fuelwood and Microgasification Cooking Solutions for rural and urban Households CPA 1 Rwanda,LISTED,2.2,44037,2018-01-01,2027-12-31,Energy Efficiency - Commercial Sector,Small Scale,6133,https://platform.sustain-cert.com/public-project/1172,INYENYERI A RWANDAN SOCIAL BENEFIT COMPANY Ltd,Rwanda,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,GS CER,6070
1052,GS1247 VPA 128 Southern Ethiopia Community Boreholes,"In this project co2balance and Vita, an Irish Charity that works in Ethiopia, will renovate broken boreholes so that they deliver clean, safe water.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,10000,2017-06-14,2024-06-13,Energy Efficiency - Domestic,Microscale,6038,https://platform.sustain-cert.com/public-project/1145,CO2balance UK ltd,Ethiopia,GS TPDDTEC v 1.,VER,1247
